id,Kanji,Old Kanji,Radical,Strokes,Grade,JLPT,Meanings,Kun yomi,Kun romaji,On yomi,On romaji
1792,並,竝,立,8,6,2,line-up,"なみ, なら-べる, なら-ぶ, なら-びに"," nami,  nara-beru,  nara-bu,  nara-bini",ヘイ,hei
1793,柄,,木,9,S,1,design,"がら, え"," gara,  e",ヘイ,hei
1794,陛,,阜,10,6,1,highness,,,ヘイ,hei
1795,閉,,門,11,6,3,closed,"と-じる, と-ざす, し-める, し-まる"," to-jiru,  to-zasu,  shi-meru,  shi-maru",ヘイ,hei
1796,塀,塀,土,12,S,1,fence,,,ヘイ,hei
1797,幣,,巾,15,S,1,cash,,,ヘイ,hei
1798,弊,,廾,15,S,1,abuse,,,ヘイ,hei
1799,蔽,,艸,15,S,0,cover,,,ヘイ,hei
1800,餅,餠,食,15,S,0,mochi rice cake,もち, mochi,ヘイ,hei
1801,米,,米,6,2,3,rice,こめ, kome,"ベイ, マイ","bei,  mai"
1802,壁,,土,16,S,2,wall,かべ, kabe,ヘキ,heki
1803,璧,,玉,18,S,0,sphere,,,ヘキ,heki
1804,癖,,疒,18,S,1,mannerism,くせ, kuse,ヘキ,heki
1805,別,,刀,7,4,4,separate,わか-れる, waka-reru,ベツ,betsu
1806,蔑,,艸,14,S,0,ignore,さげす-む, sagesu-mu,ベツ,betsu
1807,片,,片,4,6,2,one-sided,かた, kata,ヘン,hen
1808,辺,邊,辵,5,4,2,environs,"あた-り, べ"," ata-ri,  be",ヘン,hen
1809,返,,辵,7,3,3,return,"かえ-す, かえ-る"," kae-su,  kae-ru",ヘン,hen
1810,変,變,言,9,4,3,change,"か-わる, か-える"," ka-waru,  ka-eru",ヘン,hen
1811,偏,,人,11,S,1,partial,かたよ-る, katayo-ru,ヘン,hen
1812,遍,,辵,12,S,1,everywhere,,,ヘン,hen
1813,編,,糸,15,5,2,compile,あ-む, a-mu,ヘン,hen
1814,弁,"辨, 瓣, 辯",廾,5,5,1,valve,,,ベン,ben
1815,便,,人,9,4,3,convenience,たよ-り, tayo-ri,"ベン, ビン","ben,  bin"
1816,勉,勉,力,10,3,4,exertion,,,ベン,ben
1817,歩,步,止,8,2,4,walk,"ある-く, あゆ-む"," aru-ku,  ayu-mu","ホ, ブ, （フ）","ho,  bu,  (fu)"
1818,保,,人,9,5,2,preserve,たも-つ, tamo-tsu,ホ,ho
1819,哺,,口,10,S,0,suckle,,,ホ,ho
1820,捕,,手,10,S,3,catch,"と-らえる, と-らわれる, と-る, つか-まえる, つか-まる"," to-raeru,  to-rawareru,  to-ru,  tsuka-maeru,  tsuka-maru",ホ,ho
1821,補,,衣,12,6,2,supplement,おぎな-う, ogina-u,ホ,ho
1822,舗,,舌,15,S,1,pavement,,,ホ,ho
1823,母,,毋,5,2,5,mother,はは, haha,ボ,bo
1824,募,,力,12,S,2,recruit,つの-る, tsuno-ru,ボ,bo
1825,墓,,土,13,5,1,grave,はか, haka,ボ,bo
1826,慕,,心,14,S,1,pining,した-う, shita-u,ボ,bo
1827,暮,,日,14,6,3,livelihood,"く-れる, く-らす"," ku-reru,  ku-rasu",ボ,bo
1828,簿,,竹,19,S,1,register,,,ボ,bo
1829,方,,方,4,2,4,direction,かた, kata,ホウ,hou
1830,包,,勹,5,4,2,wrap,つつ-む, tsutsu-mu,ホウ,hou
1831,芳,,艸,7,S,1,perfume,かんば-しい, kanba-shii,ホウ,hou
1832,邦,,邑,7,S,1,home country,,,ホウ,hou
1833,奉,,大,8,S,1,observance,たてまつ-る, tatematsu-ru,"ホウ, （ブ）","hou,  (bu)"
1834,宝,寶,宀,8,6,2,treasure,たから, takara,ホウ,hou
1835,抱,,手,8,S,3,embrace,"だ-く, いだ-く, かか-える"," da-ku,  ida-ku,  kaka-eru",ホウ,hou
1836,放,,攴,8,3,3,release,"はな-す, はな-つ, はな-れる, ほう-る"," hana-su,  hana-tsu,  hana-reru,  hou-ru",ホウ,hou
1837,法,,水,8,4,3,method,,,"ホウ, （ハッ）, （ホッ）","hou,  (ha'),  (ho')"
1838,泡,,水,8,S,1,bubbles,あわ, awa,ホウ,hou
1839,胞,,肉,9,S,1,placenta,,,ホウ,hou
1840,俸,,人,10,S,1,salary,,,ホウ,hou
1841,倣,,人,10,S,1,emulate,なら-う, nara-u,ホウ,hou
1842,峰,,山,10,S,1,summit,みね, mine,ホウ,hou
1843,砲,,石,10,S,1,cannon,,,ホウ,hou
1844,崩,,山,11,S,1,crumble,"くず-れる, くず-す"," kuzu-reru,  kuzu-su",ホウ,hou
1845,訪,,言,11,6,3,visit,"おとず-れる, たず-ねる"," otozu-reru,  tazu-neru",ホウ,hou
1846,報,,土,12,5,3,report,むく-いる, muku-iru,ホウ,hou
1847,蜂,,虫,13,S,0,bee,はち, hachi,ホウ,hou
1848,豊,豐,豆,13,5,2,bountiful,ゆた-か, yuta-ka,ホウ,hou
1849,飽,,食,13,S,1,sated,"あ-きる, あ-かす"," a-kiru,  a-kasu",ホウ,hou
1850,褒,襃,衣,15,S,1,praise,ほ-める, ho-meru,ホウ,hou
1851,縫,,糸,16,S,1,sew,ぬ-う, nu-u,ホウ,hou
1852,亡,,亠,3,6,3,deceased,な-い, na-i,"ボウ, （モウ）","bou,  (mou)"
1853,乏,,丿,4,S,1,scarce,とぼ-しい, tobo-shii,ボウ,bou
1854,忙,,心,6,S,3,busy,いそが-しい, isoga-shii,ボウ,bou
1855,坊,,土,7,S,0,boy,,,"ボウ, （ボッ）","bou,  (bo')"
1856,妨,,女,7,S,1,disturb,さまた-げる, samata-geru,ボウ,bou
1857,忘,,心,7,6,3,forget,わす-れる, wasu-reru,ボウ,bou
1858,防,,阜,7,5,2,prevent,ふせ-ぐ, fuse-gu,ボウ,bou
1859,房,,戶,8,S,1,tassel,ふさ, fusa,ボウ,bou
1860,肪,,肉,8,S,1,obese,,,ボウ,bou
1861,某,,木,9,S,1,so-and-so,,,ボウ,bou
1862,冒,,冂,9,S,1,risk,おか-す, oka-su,ボウ,bou
1863,剖,,刀,10,S,1,divide,,,ボウ,bou
1864,紡,,糸,10,S,1,spinning,つむ-ぐ, tsumu-gu,ボウ,bou
1865,望,,月,11,4,3,hope,のぞ-む, nozo-mu,"ボウ, モウ","bou,  mou"
1866,傍,,人,12,S,1,bystander,かたわ-ら, katawa-ra,ボウ,bou
1867,帽,,巾,12,S,2,cap,,,ボウ,bou
1868,棒,,木,12,6,2,rod,,,ボウ,bou
1869,貿,,貝,12,5,2,trade,,,ボウ,bou
1870,貌,,豸,14,S,0,appearance,,,ボウ,bou
1871,暴,,日,15,5,2,outburst,"あば-く, あば-れる"," aba-ku,  aba-reru","ボウ, （バク）","bou,  (baku)"
1872,膨,,肉,16,S,1,swell,"ふく-らむ, ふく-れる"," fuku-ramu,  fuku-reru",ボウ,bou
1873,謀,,言,16,S,1,conspire,はか-る, haka-ru,"ボウ, （ム）","bou,  (mu)"
1874,頰,,頁,16,S,0,cheek,ほお,hoo,,
1875,北,,匕,5,2,5,north,きた, kita,ホク,hoku
1876,木,,木,4,1,5,tree,"き, （こ）"," ki,  (ko)","ボク, モク","boku,  moku"
1877,朴,,木,6,S,1,crude,,,ボク,boku
1878,牧,,牛,8,4,1,breed,まき, maki,ボク,boku
1879,睦,,目,13,S,1,harmonious,,,ボク,boku
1880,僕,,人,14,S,1,me,,,ボク,boku
1881,墨,墨,土,14,S,1,black ink,すみ, sumi,ボク,boku
1882,撲,,手,15,S,1,slap,,,ボク,boku
1883,没,沒,水,7,S,1,drown,,,ボツ,botsu
1884,勃,,力,9,S,0,rise,,,ボツ,botsu
1885,堀,,土,11,S,1,ditch,ほり,hori,,
1886,本,,木,5,1,5,book,もと, moto,ホン,hon
1887,奔,,大,8,S,1,bustle,,,ホン,hon
1888,翻,飜,飛,18,S,1,flip,"ひるがえ-る, ひるがえ-す"," hirugae-ru,  hirugae-su",ホン,hon
1889,凡,,几,3,S,1,mediocre,,,"ボン, （ハン）","bon,  (han)"
1890,盆,,皿,9,S,1,basin,,,ボン,bon
1891,麻,,麻,11,S,1,hemp,あさ, asa,マ,ma
1892,摩,,手,15,S,1,chafe,,,マ,ma
1893,磨,,石,16,S,2,grind,みが-く, miga-ku,マ,ma
1894,魔,,鬼,21,S,1,witch,,,マ,ma
1895,毎,每,毋,6,2,5,every,,,マイ,mai
1896,妹,,女,8,2,4,younger sister,いもうと, imouto,マイ,mai
1897,枚,,木,8,6,2,sheet of...,,,マイ,mai
1898,昧,,日,9,S,0,foolish,,,マイ,mai
1899,埋,,土,10,S,2,bury,"う-める, う-まる, う-もれる"," u-meru,  u-maru,  u-moreru",マイ,mai
1900,幕,,巾,13,6,1,curtain,,,"マク, バク","maku,  baku"
1901,膜,,肉,14,S,1,membrane,,,マク,maku
1902,枕,,木,8,S,0,pillow,まくら,makura,,
1903,又,,又,2,S,1,or again,また,mata,,
1904,末,,木,5,4,3,end,すえ, sue,"マツ, バツ","matsu,  batsu"
1905,抹,,手,8,S,1,rub,,,マツ,matsu
1906,万,萬,艸,3,2,5,ten thousand,,,"マン, バン","man,  ban"
1907,満,滿,水,12,4,3,full,"み-ちる, み-たす"," mi-chiru,  mi-tasu",マン,man
1908,慢,,心,14,S,1,ridicule,,,マン,man
1909,漫,,水,14,S,1,cartoon,,,マン,man
1910,未,,木,5,4,3,not yet,,,ミ,mi
1911,味,,口,8,3,4,flavor,"あじ, あじ-わう"," aji,  aji-wau",ミ,mi
1912,魅,,鬼,15,S,1,fascination,,,ミ,mi
1913,岬,,山,8,S,1,headland,みさき,misaki,,
1914,密,,宀,11,6,1,secrecy,,,ミツ,mitsu
1915,蜜,,虫,14,S,0,honey,,,ミツ,mitsu
1916,脈,,肉,10,5,1,vein,,,ミャク,myaku
1917,妙,,女,7,S,1,exquisite,,,ミョウ,myou
1918,民,,氏,5,4,3,people,たみ, tami,ミン,min
1919,眠,,目,10,S,3,sleep,"ねむ-る, ねむ-い"," nemu-ru,  nemu-i",ミン,min
1920,矛,,矛,5,S,1,halberd,ほこ, hoko,ム,mu
1921,務,,力,11,5,3,duty,"つと-める, つと-まる"," tsuto-meru,  tsuto-maru",ム,mu
1922,無,,火,12,4,2,nothing,な-い, na-i,"ム, ブ","mu,  bu"
1923,夢,,夕,13,5,3,dream,ゆめ, yume,ム,mu
1924,霧,,雨,19,S,1,fog,きり, kiri,ム,mu
1925,娘,,女,10,S,3,daughter,むすめ,musume,,
1926,名,,口,6,1,5,name,な, na,"メイ, ミョウ","mei,  myou"
1927,命,,口,8,3,3,fate,いのち, inochi,"メイ, ミョウ","mei,  myou"
1928,明,,日,8,2,4,bright,"あ-かり, あか-るい, あか-るむ, あか-らむ, あき-らか, あ-ける, あ-く, あ-くる, あ-かす"," a-kari,  aka-rui,  aka-rumu,  aka-ramu,  aki-raka,  a-keru,  a-ku,  a-kuru,  a-kasu","メイ, ミョウ","mei,  myou"
1929,迷,,辵,9,5,3,astray,まよ-う, mayo-u,メイ,mei
1930,冥,,冖,10,S,0,dark,,,"メイ, ミョウ","mei,  myou"
1931,盟,,皿,13,6,1,alliance,,,メイ,mei
1932,銘,,金,14,S,1,inscription,,,メイ,mei
1933,鳴,,鳥,14,2,3,chirp,"な-く, な-る, な-らす"," na-ku,  na-ru,  na-rasu",メイ,mei
1934,滅,,水,13,S,1,destroy,"ほろ-びる, ほろ-ぼす"," horo-biru,  horo-bosu",メツ,metsu
1935,免,免,儿,8,S,1,excuse,まぬか-れる, manuka-reru,メン,men
1936,面,,面,9,3,3,face,"おも, おもて, つら"," omo,  omote,  tsura",メン,men
1937,綿,,糸,14,5,2,cotton,わた, wata,メン,men
1938,麺,麵,麥,16,S,0,noodles,,,メン,men
1939,茂,,艸,8,S,1,overgrown,しげ-る, shige-ru,モ,mo
1940,模,,木,14,6,1,imitation,,,"モ, ボ","mo,  bo"
1941,毛,,毛,4,2,2,hair,け, ke,モウ,mou
1942,妄,,女,6,S,1,delusion,,,"モウ, ボウ","mou,  bou"
1943,盲,,目,8,S,1,blind,,,モウ,mou
1944,耗,,耒,10,S,1,decrease,,,"モウ, （コウ）","mou,  (kou)"
1945,猛,,犬,11,S,1,fierce,,,モウ,mou
1946,網,,糸,14,S,1,netting,あみ, ami,モウ,mou
1947,目,,目,5,1,4,eye,"め, （ま）"," me,  (ma)","モク, （ボク）","moku,  (boku)"
1948,黙,默,黑,15,S,1,silence,だま-る, dama-ru,モク,moku
1949,門,,門,8,2,3,gates,かど, kado,モン,mon
1950,紋,,糸,10,S,1,family crest,,,モン,mon
1951,問,,口,11,3,4,question,"と-う, と-い, （とん）"," to-u,  to-i,  (ton)",モン,mon
1952,冶,,冫,7,S,1,melting,,,ヤ,ya
1953,夜,,夕,8,2,4,night,"よ, よる"," yo,  yoru",ヤ,ya
1954,野,,里,11,2,4,field,の, no,ヤ,ya
1955,弥,彌,弓,8,S,1,all the more,や,ya,,
1956,厄,,厂,4,S,1,unlucky,,,ヤク,yaku
1957,役,,彳,7,3,3,service,,,"ヤク, エキ","yaku,  eki"
1958,約,,糸,9,4,3,promise,,,ヤク,yaku
1959,訳,譯,言,11,6,1,translate,わけ, wake,ヤク,yaku
1960,薬,藥,艸,16,3,3,medicine,くすり, kusuri,ヤク,yaku
1961,躍,,足,21,S,1,leap,おど-る, odo-ru,ヤク,yaku
1962,闇,,門,17,S,0,darkness,やみ,yami,,
1963,由,,田,5,3,3,reason,よし, yoshi,"ユ, ユウ, （ユイ）","yu,  yuu,  (yui)"
1964,油,,水,8,3,2,oil,あぶら, abura,ユ,yu
1965,喩,,口,12,S,0,metaphor,,,ユ,yu
1966,愉,,心,12,S,1,pleasure,,,ユ,yu
1967,諭,,言,16,S,1,rebuke,さと-す, sato-su,ユ,yu
1968,輸,,車,16,5,2,transport,,,ユ,yu
1969,癒,,疒,18,S,1,healing,"い-える, い-やす"," i-eru,  i-yasu",ユ,yu
1970,唯,,口,11,S,1,solely,,,"ユイ, （イ）","yui,  (i)"
1971,友,,又,4,2,5,friend,とも, tomo,ユウ,yuu
1972,有,,月,6,3,4,have,あ-る, a-ru,"ユウ, ウ","yuu,  u"
1973,勇,,力,9,4,2,courage,いさ-む, isa-mu,ユウ,yuu
1974,幽,,幺,9,S,1,seclude,,,ユウ,yuu
1975,悠,,心,11,S,1,permanence,,,ユウ,yuu
1976,郵,,邑,11,6,2,mail,,,ユウ,yuu
1977,湧,,水,12,S,1,boil,わ-く, wa-ku,ユウ,yuu
1978,猶,,犬,12,S,1,furthermore,,,ユウ,yuu
1979,裕,,衣,12,S,1,abundant,,,ユウ,yuu
1980,遊,,辵,12,3,3,play,あそ-ぶ, aso-bu,"ユウ, （ユ）","yuu,  (yu)"
1981,雄,,隹,12,S,1,male,"お, おす"," o,  osu",ユウ,yuu
1982,誘,,言,14,S,1,entice,さそ-う, saso-u,ユウ,yuu
1983,憂,,心,15,S,1,melancholy,"うれ-える, うれ-い, う-い"," ure-eru,  ure-i,  u-i",ユウ,yuu
1984,融,,虫,16,S,1,dissolve,,,ユウ,yuu
1985,優,,人,17,6,3,superior,"やさ-しい, すぐ-れる"," yasa-shii,  sugu-reru",ユウ,yuu
1986,与,與,臼,3,S,3,give,あた-える, ata-eru,ヨ,yo
1987,予,豫,豕,4,3,3,in advance,,,ヨ,yo
1988,余,餘,食,7,5,3,leave over,"あま-る, あま-す"," ama-ru,  ama-su",ヨ,yo
1989,誉,譽,言,13,S,1,reputation,ほま-れ, homa-re,ヨ,yo
1990,預,,頁,13,6,2,deposit,"あず-ける, あず-かる"," azu-keru,  azu-karu",ヨ,yo
1991,幼,,幺,5,6,2,infancy,おさな-い, osana-i,ヨウ,you
1992,用,,用,5,2,4,use,もち-いる, mochi-iru,ヨウ,you
1993,羊,,羊,6,3,1,sheep,ひつじ, hitsuji,ヨウ,you
1994,妖,,女,7,S,0,bewitching,あや-しい, aya-shii,ヨウ,you
1995,洋,,水,9,3,4,ocean,,,ヨウ,you
1996,要,,襾,9,4,3,need,"かなめ, い-る"," kaname,  i-ru",ヨウ,you
1997,容,,宀,10,5,3,contain,,,ヨウ,you
1998,庸,,广,11,S,1,commonplace,,,ヨウ,you
1999,揚,,手,12,S,1,hoist,"あ-げる, あ-がる"," a-geru,  a-garu",ヨウ,you
2000,揺,搖,手,12,S,1,swing,"ゆ-れる, ゆ-る, ゆ-らぐ, ゆ-るぐ, ゆ-する, ゆ-さぶる, ゆ-すぶる"," yu-reru,  yu-ru,  yu-ragu,  yu-rugu,  yu-suru,  yu-saburu,  yu-suburu",ヨウ,you
2001,葉,,艸,12,3,3,leaf,は, ha,ヨウ,you
2002,陽,,阜,12,3,3,sunshine,,,ヨウ,you
2003,溶,,水,13,S,2,melt,"と-ける, と-かす, と-く"," to-keru,  to-kasu,  to-ku",ヨウ,you
2004,腰,,肉,13,S,2,loins,こし, koshi,ヨウ,you
2005,様,樣,木,14,3,3,formal title,さま, sama,ヨウ,you
2006,瘍,,疒,14,S,0,boil (medical),,,ヨウ,you
2007,踊,,足,14,S,2,jump,"おど-る, おど-り"," odo-ru,  odo-ri",ヨウ,you
2008,窯,,穴,15,S,1,kiln,かま, kama,ヨウ,you
2009,養,,食,15,4,1,foster,やしな-う, yashina-u,ヨウ,you
2010,擁,,手,16,S,1,embrace,,,ヨウ,you
2011,謡,謠,言,16,S,1,noh chanting,"うたい, うた-う"," utai,  uta-u",ヨウ,you
2012,曜,,日,18,2,4,day of the week,,,ヨウ,you
2013,抑,,手,7,S,1,repress,おさ-える, osa-eru,ヨク,yoku
2014,沃,,水,7,S,0,fertility,,,ヨク,yoku
2015,浴,,水,10,4,2,bathe,"あ-びる, あ-びせる"," a-biru,  a-biseru",ヨク,yoku
2016,欲,,欠,11,6,3,longing,"ほっ-する, ほ-しい"," ho'-suru,  ho-shii",ヨク,yoku
2017,翌,,羽,11,6,2,the following,,,ヨク,yoku
2018,翼,,羽,17,S,1,wing,つばさ, tsubasa,ヨク,yoku
2019,拉,,手,8,S,0,crush,,,ラ,ra
2020,裸,,衣,13,S,1,naked,はだか, hadaka,ラ,ra
2021,羅,,网,19,S,1,gauze,,,ラ,ra
2022,来,來,人,7,2,5,come,"く-る, きた-る, きた-す"," ku-ru,  kita-ru,  kita-su",ライ,rai
2023,雷,,雨,13,S,1,thunder,かみなり, kaminari,ライ,rai
2024,頼,賴,貝,16,S,3,trust,"たの-む, たの-もしい, たよ-る"," tano-mu,  tano-moshii,  tayo-ru",ライ,rai
2025,絡,,糸,12,S,2,entwine,"から-む, から-まる, から-める"," kara-mu,  kara-maru,  kara-meru",ラク,raku
2026,落,,艸,12,3,3,fall,"お-ちる, お-とす"," o-chiru,  o-tosu",ラク,raku
2027,酪,,酉,13,S,1,dairy products,,,ラク,raku
2028,辣,,辛,14,S,0,bitter,,,ラツ,ratsu
2029,乱,亂,乙,7,6,2,riot,"みだ-れる, みだ-す"," mida-reru,  mida-su",ラン,ran
2030,卵,,卩,7,6,2,egg,たまご, tamago,ラン,ran
2031,覧,覽,見,17,6,1,perusal,,,ラン,ran
2032,濫,,水,18,S,1,excessive,,,ラン,ran
2033,藍,,艸,18,S,1,indigo,あい, ai,ラン,ran
2034,欄,欄,木,20,S,1,column,,,ラン,ran
2035,吏,,口,6,S,1,officer,,,リ,ri
2036,利,,刀,7,4,3,profit,き-く, ki-ku,リ,ri
2037,里,,里,7,2,0,village,さと, sato,リ,ri
2038,理,,玉,11,2,4,reason,,,リ,ri
2039,痢,,疒,12,S,1,diarrhea,,,リ,ri
2040,裏,,衣,13,6,2,back,うら, ura,リ,ri
2041,履,,尸,15,S,1,footgear,は-く, ha-ku,リ,ri
2042,璃,,玉,15,S,1,glassy,,,リ,ri
2043,離,,隹,19,S,1,detach,"はな-れる, はな-す"," hana-reru,  hana-su",リ,ri
2044,陸,,阜,11,4,2,land,,,リク,riku
2045,立,,立,5,1,4,stand up,"た-つ, た-てる"," ta-tsu,  ta-teru","リツ, （リュウ）","ritsu,  (ryuu)"
2046,律,,彳,9,6,2,law,,,"リツ, （リチ）","ritsu,  (richi)"
2047,慄,,心,13,S,0,fear,,,リツ,ritsu
2048,略,,田,11,5,2,abbreviation,,,リャク,ryaku
2049,柳,,木,9,S,1,willow,やなぎ, yanagi,リュウ,ryuu
2050,流,,水,10,3,3,stream,"なが-れる, なが-す"," naga-reru,  naga-su","リュウ, （ル）","ryuu,  (ru)"
2051,留,,田,10,5,3,detain,"と-める, と-まる"," to-meru,  to-maru","リュウ, （ル）","ryuu,  (ru)"
2052,竜,龍,龍,10,S,1,dragon,たつ, tatsu,リュウ,ryuu
2053,粒,,米,11,S,2,grains,つぶ, tsubu,リュウ,ryuu
2054,隆,隆,阜,11,S,1,hump,,,リュウ,ryuu
2055,硫,,石,12,S,1,sulphur,,,リュウ,ryuu
2056,侶,,人,9,S,0,companion,,,リョ,ryo
2057,旅,,方,10,3,4,trip,たび, tabi,リョ,ryo
2058,虜,虜,虍,13,S,1,captive,,,リョ,ryo
2059,慮,,心,15,S,1,prudence,,,リョ,ryo
2060,了,,亅,2,S,2,finish,,,リョウ,ryou
2061,両,兩,入,6,3,3,both,,,リョウ,ryou
2062,良,,艮,7,4,3,good,よ-い, yo-i,リョウ,ryou
2063,料,,斗,10,4,4,fee,,,リョウ,ryou
2064,涼,,水,11,S,2,refreshing,"すず-しい, すず-む"," suzu-shii,  suzu-mu",リョウ,ryou
2065,猟,獵,犬,11,S,1,game-hunting,,,リョウ,ryou
2066,陵,,阜,11,S,1,mausoleum,みささぎ, misasagi,リョウ,ryou
2067,量,,里,12,4,2,quantity,はか-る, haka-ru,リョウ,ryou
2068,僚,,人,14,S,1,colleague,,,リョウ,ryou
2069,領,,頁,14,5,2,territory,,,リョウ,ryou
2070,寮,,宀,15,S,1,dormitory,,,リョウ,ryou
2071,療,,疒,17,S,2,heal,,,リョウ,ryou
2072,瞭,,目,17,S,1,clear,,,リョウ,ryou
2073,糧,,米,18,S,1,provisions,かて, kate,"リョウ, （ロウ）","ryou,  (rou)"
2074,力,,力,2,1,4,power,ちから, chikara,"リョク, リキ","ryoku,  riki"
2075,緑,綠,糸,14,3,2,green,みどり, midori,"リョク, （ロク）","ryoku,  (roku)"
2076,林,,木,8,1,3,woods,はやし, hayashi,リン,rin
2077,厘,,厂,9,S,1,thousandth,,,リン,rin
2078,倫,,人,10,S,1,ethics,,,リン,rin
2079,輪,,車,15,4,2,wheel,わ, wa,リン,rin
2080,隣,,阜,16,S,1,neighboring,"とな-る, となり"," tona-ru,  tonari",リン,rin
2081,臨,,臣,18,6,1,look to,のぞ-む, nozo-mu,リン,rin
2082,瑠,,玉,14,S,1,lapis lazuli,,,ル,ru
2083,涙,淚,水,10,S,2,tears,なみだ, namida,ルイ,rui
2084,累,,糸,11,S,1,accumulate,,,ルイ,rui
2085,塁,壘,土,12,S,1,bases,,,ルイ,rui
2086,類,類,頁,18,4,3,sort,たぐ-い, tagu-i,ルイ,rui
2087,令,,人,5,4,2,orders,,,レイ,rei
2088,礼,禮,示,5,3,3,thanks,,,"レイ, ライ","rei,  rai"
2089,冷,,冫,7,4,3,cool,"つめ-たい, ひ-える, ひ-や, ひ-やす, ひ-やかす, さ-める, さ-ます"," tsume-tai,  hi-eru,  hi-ya,  hi-yasu,  hi-yakasu,  sa-meru,  sa-masu",レイ,rei
2090,励,勵,力,7,S,1,encourage,"はげ-む, はげ-ます"," hage-mu,  hage-masu",レイ,rei
2091,戻,戾,戶,7,S,3,re-,"もど-す, もど-る"," modo-su,  modo-ru",レイ,rei
2092,例,,人,8,4,3,example,たと-える, tato-eru,レイ,rei
2093,鈴,,金,13,S,1,small bell,すず, suzu,"レイ, リン","rei,  rin"
2094,零,,雨,13,S,2,zero,,,レイ,rei
2095,霊,靈,雨,15,S,1,spirits,たま, tama,"レイ, リョウ","rei,  ryou"
2096,隷,,隶,16,S,1,slave,,,レイ,rei
2097,齢,齡,齒,17,S,2,age,,,レイ,rei
2098,麗,,鹿,19,S,1,lovely,うるわ-しい, uruwa-shii,レイ,rei
2099,暦,曆,日,14,S,1,calendar,こよみ, koyomi,レキ,reki
2100,歴,歷,止,14,5,2,curriculum,,,レキ,reki
2101,列,,刀,6,3,3,row,,,レツ,retsu
2102,劣,,力,6,S,1,inferiority,おと-る, oto-ru,レツ,retsu
2103,烈,,火,10,S,1,ardent,,,レツ,retsu
2104,裂,,衣,12,S,1,split,"さ-く, さ-ける"," sa-ku,  sa-keru",レツ,retsu
2105,恋,戀,心,10,S,2,romance,"こ-う, こい, こい-しい"," ko-u,  koi,  koi-shii",レン,ren
2106,連,,辵,10,4,3,take along,"つら-なる, つら-ねる, つ-れる"," tsura-naru,  tsura-neru,  tsu-reru",レン,ren
2107,廉,,广,13,S,1,bargain,,,レン,ren
2108,練,練,糸,14,3,2,practice,ね-る, ne-ru,レン,ren
2109,錬,鍊,金,16,S,1,tempering,,,レン,ren
2110,呂,,口,7,S,1,spine,,,ロ,ro
2111,炉,爐,火,8,S,1,hearth,,,ロ,ro
2112,賂,,貝,13,S,0,bribe,,,ロ,ro
2113,路,,足,13,3,3,road,じ, ji,ロ,ro
2114,露,,雨,21,S,1,dew,つゆ, tsuyu,"ロ, （ロウ）","ro,  (rou)"
2115,老,,老,6,4,3,old man,"お-いる, ふ-ける"," o-iru,  fu-keru",ロウ,rou
2116,労,勞,力,7,4,3,labour,,,ロウ,rou
2117,弄,,廾,7,S,0,tamper with,もてあそ-ぶ, moteaso-bu,ロウ,rou
2118,郎,郞,邑,9,S,1,son,,,ロウ,rou
2119,朗,朗,月,10,6,1,melodious,ほが-らか, hoga-raka,ロウ,rou
2120,浪,,水,10,S,1,wandering,,,ロウ,rou
2121,廊,廊,广,12,S,1,corridor,,,ロウ,rou
2122,楼,樓,木,13,S,1,watchtower,,,ロウ,rou
2123,漏,,水,14,S,1,leak,"も-る, も-れる, も-らす"," mo-ru,  mo-reru,  mo-rasu",ロウ,rou
2124,籠,,竹,22,S,0,basket,"かご, こ-もる"," kago,  ko-moru",ロウ,rou
2125,六,,八,4,1,5,six,"む, む-つ, むっ-つ, （むい）"," mu,  mu-tsu,  mu'-tsu,  (mui)",ロク,roku
2126,録,錄,金,16,4,2,record,,,ロク,roku
2127,麓,,鹿,19,S,0,foot of a mountain,ふもと, fumoto,ロク,roku
2128,論,,言,15,6,3,theory,,,ロン,ron
2129,和,,口,8,3,3,peace,"やわ-らぐ, やわ-らげる, なご-む, なご-やか"," yawa-ragu,  yawa-rageru,  nago-mu,  nago-yaka","ワ, （オ）","wa,  (o)"
2130,話,,言,13,2,5,talk,"はな-す, はなし"," hana-su,  hanashi",ワ,wa
2131,賄,,貝,13,S,1,"bribe, board",まかな-う, makana-u,ワイ,wai
2132,脇,,肉,10,S,0,aside,わき,waki,,
2133,惑,,心,12,S,1,beguile,まど-う, mado-u,ワク,waku
2134,枠,,木,8,S,1,frame,わく,waku,,
2135,湾,灣,水,12,S,2,gulf,,,ワン,wan
2136,腕,,肉,12,S,2,arm,うで, ude,ワン,wan
